Order_ID,Order_Date,Ship_Date,Customer_Name,Region,Category,Sub-Category,Product_Name,Sales,Quantity,Discount,Profit
ORD0225,2023-04-09,2023-04-11,Customer_54,East,Accessories,Covers,Covers 16,63029.49,3,0.02,2400.68
ORD0226,2024-12-09,2024-12-11,Customer_44,East,Tablets,iPad,iPad 28,23239.02,2,0.15,71.59
ORD0227,2023-01-30,2023-02-04,Customer_170,North,Phones,Feature Phone,Feature Phone 50,39234.69,9,0.04,2899.4
ORD0228,2023-05-06,2023-05-10,Customer_90,South,Tablets,iPad,iPad 16,37773.04,1,0.13,3390.85
ORD0229,2023-03-28,2023-03-31,Customer_20,South,Accessories,Headphones,Headphones 38,88459.98,7,0.03,16878.56
ORD0230,2023-04-25,2023-05-01,Customer_180,South,Tablets,Windows Tablet,Windows Tablet 10,59819.93,9,0.22,-2643.33
ORD0231,2023-08-25,2023-08-27,Customer_128,East,Tablets,iPad,iPad 11,9690.99,9,0.12,-503.87
ORD0232,2024-07-20,2024-07-22,Customer_101,North,Accessories,Chargers,Chargers 29,54594.02,4,0.21,-838.54
ORD0233,2023-08-27,2023-09-02,Customer_121,East,Phones,Feature Phone,Feature Phone 24,95860.34,8,0.14,-717.81
ORD0234,2023-04-10,2023-04-14,Customer_79,East,Accessories,Headphones,Headphones 25,17997.07,8,0.08,2818.65
ORD0235,2023-01-03,2023-01-05,Customer_122,South,Laptops,Gaming,Gaming 12,8298.86,3,0.15,427.99
ORD0236,2024-12-31,2025-01-07,Customer_177,North,Tablets,iPad,iPad 16,111442.82,7,0.03,13812.08
ORD0237,2023-11-28,2023-11-30,Customer_34,North,Laptops,Ultrabook,Ultrabook 36,55851.13,8,0.07,9263.02
ORD0238,2024-04-11,2024-04-15,Customer_140,East,Tablets,Android Tablet,Android Tablet 50,11741.27,8,0.28,-1895.76
ORD0239,2024-08-25,2024-09-01,Customer_49,West,Laptops,Business,Business 21,80593.64,6,0.18,-10223.86
ORD0240,2024-07-19,2024-07-21,Customer_139,South,Tablets,Windows Tablet,Windows Tablet 15,52236.25,8,0.04,1142.67
ORD0241,2023-04-09,2023-04-13,Customer_199,East,Laptops,Ultrabook,Ultrabook 42,31121.85,9,0.14,298.76
ORD0242,2024-07-21,2024-07-28,Customer_155,East,Tablets,iPad,iPad 26,81659.59,5,0.14,2469.33
ORD0243,2024-08-12,2024-08-14,Customer_173,East,Laptops,Gaming,Gaming 49,64496.1,10,0.17,-1322.51
ORD0244,2023-02-27,2023-03-03,Customer_78,East,Tablets,iPad,iPad 22,19804.81,1,0.26,-2066.66
ORD0245,2024-04-20,2024-04-23,Customer_160,West,Phones,iPhone,iPhone 47,41388.64,3,0.11,3399.88
ORD0246,2023-02-02,2023-02-05,Customer_47,West,Phones,Android,Android 20,88460.18,2,0.02,16001.0
ORD0247,2024-09-18,2024-09-24,Customer_15,North,Accessories,Chargers,Chargers 5,68104.17,3,0.22,948.48
ORD0248,2024-09-08,2024-09-13,Customer_50,South,Phones,iPhone,iPhone 17,113805.6,5,0.24,-12046.79
ORD0249,2024-07-02,2024-07-06,Customer_143,North,Tablets,iPad,iPad 47,41366.3,9,0.26,-1254.9
ORD0250,2024-09-09,2024-09-15,Customer_137,North,Laptops,Ultrabook,Ultrabook 38,51615.64,7,0.27,-1560.15
ORD0251,2024-09-18,2024-09-19,Customer_9,South,Tablets,Windows Tablet,Windows Tablet 24,53283.18,4,0.29,-5109.11
ORD0252,2023-05-10,2023-05-13,Customer_75,West,Laptops,Gaming,Gaming 3,43287.8,2,0.21,-4981.3
ORD0253,2024-07-17,2024-07-24,Customer_131,East,Phones,Android,Android 9,43583.73,9,0.22,-3934.53
ORD0254,2023-08-12,2023-08-17,Customer_109,West,Phones,Feature Phone,Feature Phone 11,77543.59,5,0.21,-11937.34
ORD0255,2023-07-23,2023-07-25,Customer_150,East,Accessories,Chargers,Chargers 19,70591.2,3,0.06,5932.84
ORD0256,2024-08-19,2024-08-25,Customer_177,East,Accessories,Headphones,Headphones 27,52036.31,10,0.17,-5231.06
ORD0257,2023-03-14,2023-03-15,Customer_166,South,Accessories,Headphones,Headphones 31,16151.71,2,0.14,-481.25
ORD0258,2023-04-24,2023-04-28,Customer_78,South,Laptops,Gaming,Gaming 20,116591.1,5,0.05,6885.43
ORD0259,2024-08-30,2024-08-31,Customer_88,South,Phones,iPhone,iPhone 31,10535.61,1,0.13,-800.86
ORD0260,2024-11-29,2024-12-03,Customer_32,West,Phones,iPhone,iPhone 47,93657.42,10,0.04,8860.56
ORD0261,2024-02-07,2024-02-08,Customer_131,West,Laptops,Gaming,Gaming 18,109566.44,10,0.13,-7904.0
ORD0262,2024-12-13,2024-12-16,Customer_27,North,Laptops,Gaming,Gaming 13,58880.9,8,0.26,-10291.81
ORD0263,2024-06-11,2024-06-14,Customer_171,East,Laptops,Business,Business 24,113317.61,10,0.09,4887.68
ORD0264,2024-11-20,2024-11-26,Customer_190,South,Accessories,Headphones,Headphones 40,50737.78,3,0.15,-2196.31
ORD0265,2023-11-22,2023-11-27,Customer_13,North,Phones,Feature Phone,Feature Phone 19,42776.57,8,0.01,7041.69
ORD0266,2023-05-28,2023-05-31,Customer_69,West,Laptops,Business,Business 9,117655.2,6,0.06,5104.35
ORD0267,2024-09-30,2024-10-04,Customer_118,West,Accessories,Chargers,Chargers 47,64317.82,5,0.07,2146.88
ORD0268,2024-04-12,2024-04-19,Customer_168,East,Accessories,Headphones,Headphones 43,66585.15,8,0.11,9245.17
ORD0269,2024-07-30,2024-08-05,Customer_163,West,Tablets,Windows Tablet,Windows Tablet 19,86253.44,1,0.01,17928.37
ORD0270,2023-01-18,2023-01-19,Customer_154,West,Tablets,iPad,iPad 21,118313.63,1,0.29,-27032.55
ORD0271,2023-10-28,2023-11-03,Customer_136,East,Accessories,Headphones,Headphones 36,8785.28,8,0.2,-750.68
ORD0272,2024-12-09,2024-12-13,Customer_172,North,Phones,Feature Phone,Feature Phone 44,12355.62,7,0.15,-1052.43
ORD0273,2024-01-27,2024-02-02,Customer_123,West,Laptops,Ultrabook,Ultrabook 30,119157.42,7,0.25,-12669.09
ORD0274,2023-08-20,2023-08-23,Customer_96,West,Tablets,Android Tablet,Android Tablet 38,3752.58,9,0.21,-240.81
ORD0275,2023-09-29,2023-10-05,Customer_22,North,Phones,iPhone,iPhone 43,29244.42,4,0.06,3146.09
ORD0276,2023-03-05,2023-03-10,Customer_30,East,Phones,iPhone,iPhone 48,44577.29,7,0.25,-4990.17
ORD0277,2023-02-28,2023-03-06,Customer_165,North,Laptops,Business,Business 33,45850.53,10,0.16,-3432.62
ORD0278,2023-11-20,2023-11-23,Customer_133,South,Accessories,Covers,Covers 4,27540.36,9,0.19,1389.08
ORD0279,2024-12-12,2024-12-13,Customer_188,West,Tablets,Android Tablet,Android Tablet 7,77155.16,2,0.21,-489.09
ORD0280,2023-05-10,2023-05-17,Customer_90,West,Phones,iPhone,iPhone 26,53339.21,3,0.09,8087.77
ORD0281,2024-03-26,2024-04-01,Customer_188,West,Accessories,Chargers,Chargers 34,35996.65,8,0.22,-1715.2
ORD0282,2024-10-23,2024-10-24,Customer_184,West,Phones,Android,Android 27,95696.48,9,0.18,5784.21
ORD0283,2023-08-10,2023-08-11,Customer_163,South,Accessories,Covers,Covers 24,64108.95,7,0.16,-1734.34
ORD0284,2024-03-29,2024-03-30,Customer_24,West,Accessories,Headphones,Headphones 14,27451.76,4,0.27,-3250.18
ORD0285,2023-10-29,2023-11-03,Customer_172,South,Accessories,Covers,Covers 36,4567.57,8,0.01,537.08
ORD0286,2024-05-28,2024-05-30,Customer_136,North,Accessories,Headphones,Headphones 45,103472.56,10,0.09,9223.21
ORD0287,2023-05-04,2023-05-06,Customer_40,East,Laptops,Ultrabook,Ultrabook 43,44193.06,1,0.0,7581.94
ORD0288,2024-02-24,2024-03-02,Customer_54,North,Accessories,Headphones,Headphones 36,17804.64,10,0.11,1507.92
ORD0289,2023-05-21,2023-05-26,Customer_74,South,Tablets,iPad,iPad 42,77246.81,9,0.12,4941.41
ORD0290,2024-11-10,2024-11-12,Customer_124,South,Phones,iPhone,iPhone 16,96512.98,4,0.26,-11633.25
ORD0291,2024-12-27,2024-12-30,Customer_126,East,Phones,Feature Phone,Feature Phone 47,75082.43,7,0.23,-7189.76
ORD0292,2023-06-26,2023-07-01,Customer_114,South,Laptops,Ultrabook,Ultrabook 2,44661.14,5,0.29,-6507.13
ORD0293,2023-02-06,2023-02-07,Customer_197,South,Laptops,Ultrabook,Ultrabook 22,32521.41,9,0.13,-1888.27
ORD0294,2024-02-15,2024-02-22,Customer_79,East,Accessories,Chargers,Chargers 15,42234.28,10,0.11,4015.49
ORD0295,2023-04-02,2023-04-06,Customer_116,East,Laptops,Gaming,Gaming 34,18657.22,8,0.22,-1222.07
ORD0296,2023-02-24,2023-02-27,Customer_23,South,Laptops,Gaming,Gaming 18,22667.83,10,0.04,2581.24
ORD0297,2023-10-18,2023-10-23,Customer_174,South,Tablets,Android Tablet,Android Tablet 19,108094.37,1,0.21,685.25
ORD0298,2023-03-12,2023-03-15,Customer_76,South,Accessories,Covers,Covers 42,83659.14,4,0.2,-2050.09
ORD0299,2024-05-17,2024-05-22,Customer_10,East,Laptops,Business,Business 18,84774.47,10,0.0,16419.87
ORD0300,2023-04-21,2023-04-25,Customer_24,North,Tablets,Android Tablet,Android Tablet 20,98121.35,1,0.03,13870.36
ORD0301,2023-04-12,2023-04-18,Customer_151,West,Phones,Feature Phone,Feature Phone 46,81884.35,10,0.26,-14133.06
ORD0302,2023-06-23,2023-06-25,Customer_145,South,Laptops,Gaming,Gaming 33,114066.82,8,0.18,968.53
ORD0303,2024-02-02,2024-02-08,Customer_155,South,Tablets,Android Tablet,Android Tablet 31,95555.25,2,0.05,5559.31
ORD0304,2023-06-10,2023-06-15,Customer_119,East,Accessories,Covers,Covers 34,77119.56,5,0.0,3944.92
ORD0305,2024-05-20,2024-05-25,Customer_52,West,Laptops,Business,Business 19,12060.72,4,0.15,561.83
ORD0306,2024-10-18,2024-10-23,Customer_109,West,Phones,Android,Android 3,56103.71,8,0.22,-9108.5
ORD0307,2024-05-13,2024-05-17,Customer_191,East,Laptops,Business,Business 6,111858.9,5,0.28,-16420.16
ORD0308,2023-03-07,2023-03-09,Customer_107,South,Phones,Feature Phone,Feature Phone 41,21605.17,6,0.11,473.77
ORD0309,2024-10-18,2024-10-22,Customer_189,North,Tablets,Windows Tablet,Windows Tablet 20,104341.85,10,0.23,-5166.79
ORD0310,2023-07-01,2023-07-02,Customer_25,East,Phones,Android,Android 33,11500.84,7,0.3,-2527.68
ORD0311,2024-10-22,2024-10-27,Customer_120,North,Phones,iPhone,iPhone 39,114841.85,5,0.1,13959.19
ORD0312,2023-12-09,2023-12-10,Customer_159,West,Phones,Android,Android 3,102590.53,6,0.13,-3378.62
ORD0313,2023-06-21,2023-06-28,Customer_122,West,Laptops,Business,Business 30,9283.69,1,0.03,1172.27
ORD0314,2023-12-19,2023-12-25,Customer_97,South,Phones,Android,Android 39,66369.25,4,0.01,14667.19
ORD0315,2024-06-27,2024-07-04,Customer_186,East,Laptops,Gaming,Gaming 38,82179.27,1,0.16,-5753.4
ORD0316,2023-09-19,2023-09-24,Customer_174,East,Phones,Android,Android 47,77767.14,4,0.11,1987.84
ORD0317,2023-10-09,2023-10-12,Customer_1,North,Laptops,Gaming,Gaming 22,6353.82,10,0.17,484.72
ORD0318,2024-02-17,2024-02-23,Customer_94,West,Tablets,iPad,iPad 37,49572.4,6,0.18,-2563.68
ORD0319,2023-07-07,2023-07-14,Customer_198,North,Laptops,Business,Business 11,14468.02,5,0.1,1718.36
ORD0320,2023-02-05,2023-02-09,Customer_125,West,Tablets,Android Tablet,Android Tablet 25,54933.21,8,0.1,2245.92
ORD0321,2023-09-10,2023-09-15,Customer_91,South,Accessories,Covers,Covers 35,46635.63,6,0.21,202.71
ORD0322,2023-06-03,2023-06-07,Customer_83,East,Tablets,Android Tablet,Android Tablet 12,52624.31,8,0.25,-4789.71
ORD0323,2023-04-20,2023-04-21,Customer_200,East,Tablets,iPad,iPad 12,16332.25,6,0.22,-1529.72
ORD0324,2023-03-28,2023-04-04,Customer_98,West,Phones,Feature Phone,Feature Phone 32,118941.31,4,0.25,-945.45
ORD0325,2023-05-03,2023-05-07,Customer_137,South,Accessories,Covers,Covers 4,23178.89,5,0.19,-1039.64
ORD0326,2023-03-21,2023-03-23,Customer_189,North,Accessories,Chargers,Chargers 4,48517.11,7,0.13,4545.98
ORD0327,2024-11-17,2024-11-24,Customer_184,East,Accessories,Headphones,Headphones 37,84617.2,7,0.28,-8920.83
ORD0328,2023-08-30,2023-09-01,Customer_117,North,Accessories,Covers,Covers 45,43816.4,6,0.1,5565.95
ORD0329,2023-04-18,2023-04-21,Customer_197,South,Phones,Feature Phone,Feature Phone 43,53285.07,6,0.07,7006.97
ORD0330,2023-12-30,2024-01-04,Customer_158,West,Accessories,Covers,Covers 8,88356.5,1,0.09,1814.02
ORD0331,2023-04-23,2023-04-29,Customer_47,East,Tablets,Windows Tablet,Windows Tablet 10,26601.77,3,0.14,1027.25
ORD0332,2023-10-26,2023-10-31,Customer_194,West,Tablets,Windows Tablet,Windows Tablet 34,93204.38,5,0.09,11990.92
ORD0333,2024-05-17,2024-05-23,Customer_183,East,Tablets,Windows Tablet,Windows Tablet 21,26381.28,7,0.14,1746.15
ORD0334,2024-05-15,2024-05-22,Customer_49,West,Laptops,Business,Business 35,69181.35,9,0.1,2990.89
ORD0335,2023-09-20,2023-09-21,Customer_11,West,Phones,Android,Android 45,10424.91,10,0.05,1876.38
ORD0336,2024-08-26,2024-09-01,Customer_168,North,Tablets,Windows Tablet,Windows Tablet 19,69793.66,6,0.08,7409.74
ORD0337,2024-07-29,2024-07-31,Customer_33,East,Tablets,Android Tablet,Android Tablet 34,24357.87,1,0.0,2137.0
ORD0338,2023-12-09,2023-12-14,Customer_74,North,Accessories,Covers,Covers 45,103845.63,9,0.22,-561.51
ORD0339,2023-01-08,2023-01-11,Customer_198,South,Accessories,Headphones,Headphones 30,38988.61,5,0.27,-1928.0
ORD0340,2024-11-21,2024-11-23,Customer_97,North,Laptops,Ultrabook,Ultrabook 21,92298.65,3,0.11,-4492.46
ORD0341,2023-03-07,2023-03-10,Customer_26,East,Accessories,Covers,Covers 7,19278.29,8,0.16,-1841.12
ORD0342,2023-10-21,2023-10-23,Customer_55,East,Tablets,Windows Tablet,Windows Tablet 20,103575.58,3,0.08,8040.21
ORD0343,2024-11-17,2024-11-18,Customer_184,South,Laptops,Ultrabook,Ultrabook 31,16673.04,3,0.17,406.41
ORD0344,2023-01-02,2023-01-08,Customer_8,North,Phones,Feature Phone,Feature Phone 34,75506.26,8,0.26,-5128.22
ORD0345,2023-03-25,2023-03-31,Customer_108,North,Accessories,Covers,Covers 37,62094.55,3,0.24,-8298.7
ORD0346,2023-11-20,2023-11-21,Customer_191,South,Laptops,Business,Business 10,64770.85,6,0.09,710.38
ORD0347,2023-02-09,2023-02-13,Customer_175,North,Laptops,Gaming,Gaming 1,32416.49,7,0.21,-1711.01
ORD0348,2024-01-28,2024-02-03,Customer_180,West,Laptops,Business,Business 33,60095.95,9,0.21,-724.36
ORD0349,2023-04-25,2023-04-29,Customer_2,East,Tablets,Windows Tablet,Windows Tablet 12,4247.01,2,0.21,-311.54
ORD0350,2023-08-15,2023-08-20,Customer_141,East,Tablets,iPad,iPad 22,19151.23,9,0.19,-502.65
ORD0351,2023-11-09,2023-11-13,Customer_97,West,Tablets,Windows Tablet,Windows Tablet 3,14384.41,1,0.24,-861.44
ORD0352,2023-09-29,2023-10-06,Customer_184,North,Accessories,Chargers,Chargers 25,69607.94,2,0.1,-1474.93
ORD0353,2024-02-14,2024-02-20,Customer_8,North,Accessories,Covers,Covers 25,115479.13,3,0.03,21194.82
ORD0354,2023-12-12,2023-12-14,Customer_48,East,Phones,iPhone,iPhone 18,87826.3,1,0.28,-5270.54
ORD0355,2023-11-03,2023-11-06,Customer_143,West,Laptops,Business,Business 21,108512.44,2,0.13,3414.17
ORD0356,2024-03-29,2024-03-31,Customer_179,West,Phones,iPhone,iPhone 31,54589.82,7,0.12,2360.03
ORD0357,2024-12-25,2024-12-31,Customer_78,East,Tablets,Windows Tablet,Windows Tablet 22,31308.55,10,0.3,-3918.79
ORD0358,2023-08-24,2023-08-31,Customer_61,East,Tablets,Windows Tablet,Windows Tablet 20,114389.6,8,0.1,16008.89
ORD0359,2024-07-13,2024-07-16,Customer_53,West,Phones,Feature Phone,Feature Phone 8,48195.71,9,0.29,-2552.47
ORD0360,2023-04-15,2023-04-18,Customer_17,East,Laptops,Ultrabook,Ultrabook 13,116493.23,6,0.08,18842.85
ORD0361,2024-03-05,2024-03-07,Customer_48,North,Phones,iPhone,iPhone 3,77688.58,8,0.28,-15940.3
ORD0362,2024-09-17,2024-09-24,Customer_167,East,Phones,iPhone,iPhone 4,45738.85,9,0.07,4549.81
ORD0363,2023-10-13,2023-10-15,Customer_149,North,Phones,iPhone,iPhone 7,90077.48,9,0.2,3581.73
ORD0364,2023-08-29,2023-08-30,Customer_102,West,Tablets,iPad,iPad 46,28295.22,7,0.19,-2048.33
ORD0365,2024-06-29,2024-06-30,Customer_65,South,Phones,iPhone,iPhone 42,48879.08,7,0.08,-834.38
ORD0366,2023-05-12,2023-05-14,Customer_145,South,Tablets,iPad,iPad 44,105999.54,8,0.02,19626.49
ORD0367,2023-08-30,2023-09-06,Customer_100,South,Tablets,Android Tablet,Android Tablet 30,101068.54,9,0.12,1953.27
ORD0368,2023-04-07,2023-04-11,Customer_192,West,Accessories,Chargers,Chargers 46,22017.96,5,0.12,836.22
ORD0369,2023-07-14,2023-07-18,Customer_25,West,Tablets,iPad,iPad 43,40115.22,1,0.02,4892.11
ORD0370,2024-06-10,2024-06-16,Customer_164,South,Tablets,Windows Tablet,Windows Tablet 33,37787.1,3,0.02,4205.75
ORD0371,2023-02-11,2023-02-12,Customer_28,North,Laptops,Business,Business 19,46465.6,9,0.24,-7975.09
ORD0372,2024-07-05,2024-07-10,Customer_64,North,Laptops,Ultrabook,Ultrabook 27,14073.14,8,0.03,3029.08
ORD0373,2024-08-21,2024-08-25,Customer_44,South,Phones,iPhone,iPhone 48,53051.55,3,0.06,5183.86
ORD0374,2023-08-18,2023-08-25,Customer_3,West,Tablets,iPad,iPad 48,44800.67,6,0.09,-1333.11
ORD0375,2024-02-15,2024-02-22,Customer_133,West,Accessories,Chargers,Chargers 1,96249.25,9,0.2,324.65
ORD0376,2023-05-22,2023-05-28,Customer_168,South,Phones,Feature Phone,Feature Phone 25,7627.1,9,0.13,868.65
ORD0377,2023-05-27,2023-05-30,Customer_136,West,Laptops,Ultrabook,Ultrabook 13,112761.73,7,0.08,-2901.8
ORD0378,2023-09-17,2023-09-24,Customer_144,East,Accessories,Chargers,Chargers 22,105357.75,3,0.15,-5873.74
ORD0379,2024-06-28,2024-07-01,Customer_188,North,Accessories,Chargers,Chargers 9,34411.19,5,0.14,-684.81
ORD0380,2023-01-21,2023-01-28,Customer_135,South,Phones,Feature Phone,Feature Phone 40,24266.2,5,0.23,-2176.14
ORD0381,2024-12-12,2024-12-14,Customer_196,West,Tablets,Android Tablet,Android Tablet 50,56567.04,1,0.05,4532.96
ORD0382,2024-11-15,2024-11-17,Customer_42,South,Laptops,Ultrabook,Ultrabook 47,59827.99,4,0.26,-9422.65
ORD0383,2024-07-05,2024-07-08,Customer_181,North,Tablets,Android Tablet,Android Tablet 33,78355.73,5,0.1,4611.19
ORD0384,2023-11-12,2023-11-14,Customer_68,North,Phones,Feature Phone,Feature Phone 38,79671.5,5,0.2,-9435.95
ORD0385,2023-11-03,2023-11-09,Customer_167,West,Accessories,Chargers,Chargers 43,95838.83,7,0.22,-11859.94
ORD0386,2024-04-07,2024-04-14,Customer_56,South,Tablets,Android Tablet,Android Tablet 9,92259.96,9,0.29,-21053.23
ORD0387,2024-01-23,2024-01-29,Customer_183,West,Laptops,Business,Business 40,111883.77,9,0.23,-19749.98
ORD0388,2024-09-18,2024-09-22,Customer_57,West,Accessories,Covers,Covers 29,43655.61,3,0.05,2202.32
ORD0389,2023-11-03,2023-11-08,Customer_122,South,Laptops,Business,Business 45,41119.59,1,0.05,5937.46
ORD0390,2023-01-18,2023-01-20,Customer_150,West,Accessories,Headphones,Headphones 40,42627.97,5,0.06,4697.23
ORD0391,2024-04-25,2024-05-01,Customer_184,East,Tablets,iPad,iPad 19,77055.85,4,0.27,-4396.52
ORD0392,2023-11-05,2023-11-07,Customer_193,South,Laptops,Business,Business 20,64511.94,8,0.14,-1617.14
ORD0393,2023-03-17,2023-03-21,Customer_114,South,Accessories,Chargers,Chargers 42,77968.04,1,0.14,6860.56
ORD0394,2024-04-28,2024-05-02,Customer_26,North,Accessories,Covers,Covers 27,71900.1,5,0.22,-5451.96
ORD0395,2023-07-31,2023-08-02,Customer_161,West,Accessories,Covers,Covers 44,50265.58,9,0.27,-11015.38
ORD0396,2023-09-07,2023-09-10,Customer_90,North,Phones,Android,Android 45,62782.52,1,0.14,6896.4
ORD0397,2023-08-09,2023-08-13,Customer_38,West,Accessories,Headphones,Headphones 40,33277.87,1,0.14,-2588.82
ORD0398,2024-02-08,2024-02-13,Customer_61,East,Phones,iPhone,iPhone 5,48889.63,10,0.22,-238.3
ORD0399,2024-04-17,2024-04-24,Customer_191,South,Accessories,Chargers,Chargers 46,117624.89,3,0.24,-17285.46
ORD0400,2023-05-02,2023-05-07,Customer_4,West,Phones,Feature Phone,Feature Phone 23,113264.28,5,0.14,777.05
ORD0401,2023-07-17,2023-07-24,Customer_175,West,Tablets,iPad,iPad 9,107189.93,1,0.19,-1127.46
ORD0402,2024-02-10,2024-02-12,Customer_27,North,Phones,iPhone,iPhone 25,112549.6,7,0.17,927.15
ORD0403,2023-01-15,2023-01-19,Customer_81,South,Tablets,Android Tablet,Android Tablet 14,78727.44,8,0.21,-10809.5
ORD0404,2024-06-08,2024-06-14,Customer_103,South,Accessories,Covers,Covers 8,118988.6,6,0.24,-2579.96
ORD0405,2023-01-16,2023-01-20,Customer_119,North,Accessories,Covers,Covers 8,43592.22,5,0.1,3286.72
ORD0406,2024-05-18,2024-05-25,Customer_104,West,Accessories,Chargers,Chargers 6,15208.08,7,0.2,350.14
ORD0407,2023-06-04,2023-06-10,Customer_44,East,Accessories,Chargers,Chargers 38,34479.6,4,0.1,3202.85
ORD0408,2024-06-03,2024-06-04,Customer_1,East,Accessories,Chargers,Chargers 45,97934.19,7,0.0,10379.78
ORD0409,2024-12-08,2024-12-10,Customer_99,North,Accessories,Headphones,Headphones 37,107988.97,9,0.03,12577.56
ORD0410,2023-08-11,2023-08-12,Customer_96,South,Tablets,Android Tablet,Android Tablet 17,77586.74,3,0.14,2721.94
ORD0411,2023-12-26,2023-12-29,Customer_29,South,Accessories,Headphones,Headphones 31,26042.64,4,0.27,-845.4
ORD0412,2023-06-05,2023-06-12,Customer_96,West,Laptops,Business,Business 36,110019.68,5,0.24,-11724.55
ORD0413,2023-07-05,2023-07-08,Customer_60,South,Phones,Feature Phone,Feature Phone 14,32979.58,1,0.1,-416.13
ORD0414,2023-08-15,2023-08-21,Customer_148,West,Phones,Android,Android 2,116047.59,4,0.28,-14703.07
ORD0415,2024-04-11,2024-04-17,Customer_148,West,Accessories,Chargers,Chargers 13,117786.83,6,0.11,13820.18
ORD0416,2024-11-06,2024-11-10,Customer_89,West,Laptops,Business,Business 12,53665.15,5,0.2,-2517.58
ORD0417,2024-05-13,2024-05-19,Customer_173,North,Tablets,Android Tablet,Android Tablet 30,54231.25,4,0.24,-6496.72
ORD0418,2023-03-16,2023-03-20,Customer_72,East,Accessories,Chargers,Chargers 34,104022.03,1,0.17,-2199.07
ORD0419,2024-04-18,2024-04-21,Customer_167,South,Laptops,Ultrabook,Ultrabook 2,60810.53,2,0.11,8238.6
ORD0420,2023-07-25,2023-07-31,Customer_32,North,Laptops,Ultrabook,Ultrabook 9,36811.3,4,0.1,-119.94
ORD0421,2024-07-05,2024-07-12,Customer_72,South,Accessories,Chargers,Chargers 19,110212.17,1,0.05,5625.6
ORD0422,2024-03-09,2024-03-10,Customer_55,North,Phones,Feature Phone,Feature Phone 28,88034.88,7,0.18,-1148.85
ORD0423,2024-11-21,2024-11-27,Customer_3,North,Laptops,Business,Business 29,78416.44,7,0.2,-2913.21
ORD0424,2024-06-12,2024-06-13,Customer_164,South,Tablets,Android Tablet,Android Tablet 49,68362.48,4,0.28,-7938.64
ORD0425,2024-12-17,2024-12-21,Customer_86,South,Tablets,Android Tablet,Android Tablet 10,110254.84,6,0.21,-10412.98
ORD0426,2024-10-11,2024-10-15,Customer_9,East,Tablets,iPad,iPad 28,43971.81,6,0.16,-3334.82
ORD0427,2024-07-05,2024-07-06,Customer_50,West,Laptops,Business,Business 5,52751.4,4,0.08,3996.09
ORD0428,2024-10-30,2024-11-01,Customer_44,North,Accessories,Chargers,Chargers 25,84505.27,2,0.01,8278.05
ORD0429,2023-07-24,2023-07-31,Customer_26,West,Laptops,Business,Business 15,97237.34,6,0.01,19239.03
ORD0430,2023-04-26,2023-04-30,Customer_23,West,Phones,Android,Android 22,22510.91,4,0.12,1105.33
ORD0431,2023-12-23,2023-12-27,Customer_5,North,Tablets,iPad,iPad 18,90914.3,6,0.12,1740.3
ORD0432,2023-03-12,2023-03-13,Customer_9,North,Phones,Android,Android 13,13409.24,4,0.25,-28.4
ORD0433,2024-03-27,2024-03-30,Customer_45,North,Phones,iPhone,iPhone 14,82516.88,9,0.21,1377.61
ORD0434,2023-08-12,2023-08-15,Customer_60,East,Phones,iPhone,iPhone 19,99492.64,6,0.13,1118.05
ORD0435,2024-12-06,2024-12-12,Customer_32,North,Tablets,iPad,iPad 12,54767.59,3,0.25,-5420.52
ORD0436,2024-08-29,2024-09-01,Customer_144,East,Phones,Android,Android 23,93764.82,1,0.24,-2567.77
ORD0437,2023-10-10,2023-10-14,Customer_172,South,Accessories,Headphones,Headphones 2,40690.51,5,0.0,7728.54
ORD0438,2023-07-05,2023-07-09,Customer_8,South,Tablets,Windows Tablet,Windows Tablet 17,57033.81,8,0.2,-528.48
ORD0439,2024-02-18,2024-02-25,Customer_139,North,Tablets,Android Tablet,Android Tablet 5,38855.0,9,0.01,4113.07
ORD0440,2024-05-31,2024-06-06,Customer_54,North,Accessories,Chargers,Chargers 32,68695.29,1,0.09,10591.33
ORD0441,2024-02-23,2024-02-28,Customer_104,South,Tablets,Android Tablet,Android Tablet 34,28654.35,6,0.26,-6001.06
ORD0442,2024-11-24,2024-11-29,Customer_177,North,Laptops,Business,Business 14,34399.2,7,0.0,3426.28
ORD0443,2024-04-30,2024-05-06,Customer_110,East,Laptops,Gaming,Gaming 20,95040.85,2,0.27,-1961.45
ORD0444,2023-11-04,2023-11-11,Customer_196,North,Phones,Feature Phone,Feature Phone 33,13204.44,5,0.09,71.48
ORD0445,2023-01-05,2023-01-07,Customer_59,West,Accessories,Headphones,Headphones 37,115772.07,4,0.24,-7033.17
ORD0446,2024-05-09,2024-05-16,Customer_178,West,Phones,Feature Phone,Feature Phone 31,24434.97,10,0.12,1707.52
ORD0447,2024-07-14,2024-07-19,Customer_61,North,Phones,Feature Phone,Feature Phone 37,85593.39,4,0.01,17101.25
ORD0448,2024-03-08,2024-03-12,Customer_79,East,Tablets,iPad,iPad 16,77056.13,4,0.16,-7572.08
ORD0449,2023-12-18,2023-12-22,Customer_178,West,Laptops,Gaming,Gaming 10,20163.03,5,0.16,878.87
ORD0450,2023-03-03,2023-03-08,Customer_79,East,Laptops,Business,Business 23,2601.4,6,0.3,-446.04
